,source,title,episodes,score,favorites,genres,start_date,total_duration
12344,original,Issunboushi: Chibisuke Monogatari,1.0,5.07,0,['Action'],1935-05-08,9
12345,visual_novel,Doukyuusei (OVA): Climax,2.0,5.35,1,['Hentai'],1995-12-22,60
12346,original,Nendo no Tatakai (2019),1.0,3.64,0,"['Action', 'Comedy']",2019-05-22,1
12347,,Denshinbashira no Okaasan,1.0,5.72,0,['Drama'],2005-01-01,10
12348,,Kuchao,1.0,4.8,0,['Avant Garde'],2010-01-01,3
12349,original,Gift nor Art,1.0,5.54,1,[],2012-11-28,6
12350,original,Ok? Alright!,1.0,5.32,0,[],2018-10-18,2
12351,music,Akai Hana Shiroi Hana,1.0,5.68,1,[],1976-12-02,2
12352,,Alps no Shoujo Heidi Pilot,1.0,5.3,1,"['Comedy', 'Drama', 'Slice of Life']",1967-01-01,5
12353,,Anisava,13.0,5.57,0,"['Comedy', 'Romance', 'Slice of Life']",2013-08-26,65
12354,,Fushigi na Elevator,1.0,5.75,0,['Fantasy'],1991-01-01,8
12355,original,A.LI.CE,1.0,4.77,2,['Sci-Fi'],2000-02-05,85
12356,other,Omocha Bako Series Dai 3 Wa: Ehon 1936-nen,1.0,4.7,2,['Fantasy'],1934-04-13,7
12357,original,Shiroi Unabara,1.0,6.1,0,['Drama'],2015-01-01,6
12358,,Joleobban,1.0,5.72,0,[],2016-12-29,81
12359,original,Yuusei Shounen Papii,52.0,5.69,1,"['Action', 'Sci-Fi']",1965-06-03,1300
12360,original,Hakimono to Kasa no Monogatari,1.0,5.85,0,[],2015-02-01,4
12361,original,Si Ling Bianma: Shijie Caozong Zhe,12.0,5.36,1,"['Fantasy', 'Horror', 'Mystery']",2013-12-19,108
12362,original,Zunda Horizon,1.0,5.54,2,[],2017-03-11,23
12363,original,Yami wo Mitsumeru Hane,1.0,4.93,8,['Avant Garde'],2003-01-01,17
12364,original,Michi (2004),1.0,5.34,0,[],2004-04-07,2
12365,original,Huoli Shaonian Wang zhi Chuanqi Zaixian,40.0,6.09,3,['Fantasy'],2014-09-09,920
12366,,Hyakka Zukan,1.0,5.3,0,['Comedy'],1989-01-01,12
12367,card_game,Kouchuu Ouja Mushiking Super Battle Movie: Yami no Kaizou Kouchuu,1.0,6.01,2,"['Adventure', 'Fantasy']",2007-03-21,50
12368,manga,Kyuukyoku no Sex Adventure Kamasutra,1.0,4.75,4,"['Action', 'Comedy', 'Hentai', 'Romance', 'Supernatural']",1992-04-24,42
12369,4_koma_manga,Neko Ramen: Ore no Shouyu Aji,13.0,5.98,1,"['Comedy', 'Gourmet']",2008-01-01,32
12370,manga,Chu^2,1.0,5.04,3,['Hentai'],1997-10-25,24
12371,,Glass no Kamen Desu ga to Z,14.0,5.93,0,['Comedy'],2013-04-28,48
12372,original,Cool Cool Bye,1.0,4.84,1,"['Action', 'Adventure', 'Fantasy']",1986-01-21,30
12373,original,Coffee Break,1.0,4.9,0,['Avant Garde'],1977-01-01,3
12374,original,Very! Merry!! Session!!!,1.0,5.21,1,[],2018-04-16,2
12375,manga,Al Caral no Isan,1.0,5.43,0,['Sci-Fi'],1993-02-25,75
12376,manga,Visionary,5.0,5.18,4,['Hentai'],1995-08-25,113
12377,novel,Platonic Chain: Web,1.0,5.58,2,"['Sci-Fi', 'Slice of Life']",2003-09-14,15
12378,book,"Oam Monogatari: Sono Natsu, Watashi ga Shitta koto",1.0,5.67,0,[],2018-04-08,9
12379,original,Crayon Shin-chan x Panpaka Pants: Aeon Cinema Manner Movie Collab,1.0,5.77,0,['Comedy'],2017-03-17,0
12380,game,Gakuen Handsome: Haitoku no Lesson,2.0,5.17,1,['Comedy'],2016-05-10,8
12381,manga,Dr. Slump: Arale-chan '92 Oshougatsu Special,3.0,5.87,0,"['Comedy', 'Sci-Fi']",1992-01-01,86
12382,novel,Hashire Melos (1981),1.0,5.4,0,['Drama'],1981-02-07,67
12383,,Xi Yangyang Yu Hui Tailang: Niu Qi Chong Tian,1.0,5.8,0,"['Adventure', 'Comedy']",2009-01-16,85
12384,original,Hibari no Yadogae,1.0,4.85,0,['Action'],1933-01-31,4
12385,manga,Grendizer Giga,1.0,5.49,0,['Action'],2015-04-12,1
12386,other,Onyankopon,12.0,4.53,1,['Comedy'],2017-10-06,42
12387,original,Xpice,1.0,5.98,0,['Action'],2020-07-15,4
12388,original,Ari-chan,1.0,5.23,0,['Comedy'],1941-01-01,11
12389,,Shounen Sunday CM: All-Star Total Appearance,1.0,6.02,0,"['Comedy', 'Sports']",1999-03-01,0
12390,original,Lightning Trap: Leina & Laika,1.0,5.35,0,"['Action', 'Sci-Fi']",1990-05-23,27
12391,original,Okaasan ni Naisho,1.0,4.08,3,"['Comedy', 'Ecchi']",2015-03-15,3
12392,other,Tie Shan Gongzhu,1.0,5.39,0,"['Action', 'Adventure', 'Fantasy']",1941-01-01,73
12393,manga,Tottoko Hamtarou: Best Hit Ham-chan'zu Music Clip,7.0,6.1,0,[],2003-03-29,28
12394,original,Bollogi Iyagi,1.0,5.46,0,"['Avant Garde', 'Drama', 'Romance']",2003-01-01,11
12395,music,You Should See Me in a Crown,1.0,4.89,1,['Avant Garde'],2019-03-18,3
12396,,Hello Kitty no Yuki no Joou,1.0,5.96,0,['Fantasy'],2001-12-21,14
12397,,Zakuro Yashiki,1.0,5.94,1,[],2006-08-01,48
12398,,Animation!,13.0,5.78,4,"['Adventure', 'Avant Garde', 'Comedy', 'Fantasy', 'Mystery']",2006-01-01,78
12399,,Injuu Daikessen,1.0,5.15,1,['Hentai'],1997-09-01,42
12400,4_koma_manga,Kaitou Reinya Pilot,1.0,5.26,0,['Comedy'],2010-06-25,3
12401,visual_novel,Mujintou Monogatari XX,4.0,5.38,2,['Hentai'],1999-12-10,109
12402,other,Star Wars/Force no Kakusei,1.0,5.23,1,['Sci-Fi'],2017-12-15,1
12403,original,Kanashimi no Kodomo-tachi,1.0,5.88,0,[],2020-02-15,3
12404,manga,Go! Go! Atom,52.0,5.94,0,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",2019-10-03,572
12405,,Gakkou no Yuurei,6.0,5.96,2,['Horror'],1995-10-21,192
12406,original,Doubutsu Sumo Taikai,1.0,4.74,0,['Action'],1931-01-01,0
12407,,Shibai Taroka,2.0,6.02,0,"['Action', 'Comedy', 'Romance']",1993-11-25,104
12408,original,Ahiru Rikusentai,1.0,5.07,3,['Action'],1940-01-01,13
12409,original,Marie & Gali Special,1.0,5.62,0,['Comedy'],2009-06-02,4
12410,,Hello Kitty: Ringo no Mori no Mystery,13.0,5.95,1,"['Comedy', 'Mystery']",2007-01-02,117
12411,original,Condom Battler Gorou: Revive,2.0,5.83,1,['Action'],2021-11-29,1
12412,manga,Pikkoman no Kichikumichi: Mayonaka no Milk Party,1.0,5.18,1,['Hentai'],1999-09-25,27
12413,original,Tenchi Muyou! Ryououki: Heianmuyo! Picture Drama,1.0,5.93,0,['Comedy'],1993-01-01,10
12414,original,Nora to Oujo to Noraneko Heart: Nora Fuku Ekichou Shuunin-shiki,1.0,5.09,0,['Comedy'],2018-09-14,0
12415,original,Hana to Mogura,1.0,5.62,0,['Comedy'],1970-01-01,15
12416,original,Renzu: Futari no Kyori,1.0,5.25,0,['Hentai'],2000-10-08,28
12417,manga,Be-Bop Kaizokuban,3.0,5.77,1,['Comedy'],1991-03-22,112
12418,,Stitch to Suna no Wakusei,1.0,5.72,1,"['Adventure', 'Comedy', 'Sci-Fi']",2012-06-16,48
12419,,Injuu Kateikyoushi,1.0,5.28,2,['Hentai'],1996-11-29,45
12420,manga,The iDOLM@STER SideM: Wake Atte Mini! - Shoshi Kantetsu Daisouji!,1.0,6.06,1,"['Comedy', 'Slice of Life']",2019-03-22,5
12421,game,Idol Fight Suchie-Pai 2,1.0,4.32,1,"['Action', 'Ecchi']",1996-04-20,30
12422,original,Tokyo Loop,1.0,5.14,1,"['Avant Garde', 'Comedy']",2006-12-23,70
12423,manga,Kremlin,5.0,5.2,0,['Comedy'],2012-09-14,10
12424,,Patalliro Saiyuuki! Special,1.0,5.99,0,"['Adventure', 'Boys Love', 'Comedy', 'Fantasy']",2006-01-25,9
12425,game,Deep Blue Song (September 2017),1.0,5.89,0,[],2017-09-13,3
12426,game,Youkai Watch: Best 10,1.0,5.71,0,"['Comedy', 'Supernatural']",2014-12-19,12
12427,,Kid's Castle,1.0,5.21,0,['Comedy'],1995-01-01,4
12428,4_koma_manga,Mobile Suit Gundam-san (Movie),10.0,5.65,0,['Comedy'],2015-12-05,33
12429,manga,Tottoko Hamtarou: Hiragana Tanken,1.0,6.1,0,[],2005-07-20,35
12430,4_koma_manga,Shokupan Mimi Specials,4.0,5.48,0,"['Comedy', 'Gourmet']",2011-10-07,2
12431,novel,Fune wo Amu Yokoku,10.0,5.53,1,['Slice of Life'],2016-10-13,6
12432,original,Madonna (Movie),1.0,2.99,3,['Avant Garde'],2005-01-01,4
12433,,Shaman King (2021): Funbari Onsen Hanjouki,10.0,5.65,3,['Comedy'],2021-08-02,20
12434,,Poker,1.0,5.19,1,[],2014-01-01,3
12435,other,Tang Lang Bu Chan,1.0,5.57,0,[],1988-01-01,5
12436,manga,Joshikousei Nobunaga-chan!!,10.0,5.95,1,"['Comedy', 'Ecchi']",2010-08-12,41
12437,game,Cosmic Fantasy: Ginga Mehyou no Wana,1.0,5.39,0,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Sci-Fi']",1994-08-25,42
12438,,Channel 5.5 3rd Season,4.0,5.72,0,['Comedy'],2014-07-31,20
12439,original,Urban Caravan,1.0,6.0,1,[],2016-09-09,5
12440,original,Bytheway Dance,1.0,5.73,0,[],2018-03-20,1
12441,original,Pop in Q Dance MV,1.0,5.63,0,[],2017-06-02,1
12442,original,Kaze no Invitation,1.0,5.52,0,[],1999-01-01,2
12443,manga,Boyfriend,1.0,5.66,1,"['Romance', 'Sports']",1992-02-11,114
12444,original,Satsujinkyou Jidai,1.0,4.62,1,['Fantasy'],1966-01-01,13
12445,original,Eien no Hou,1.0,5.19,3,"['Fantasy', 'Sci-Fi']",2006-09-30,113
12446,game,Hanasaku Kizuna no Romantan,1.0,5.18,0,"['Action', 'Adventure', 'Drama', 'Fantasy']",2018-09-01,21
12447,,Highschool Aurabuster: Hikari no Mezame,3.0,5.96,1,"['Drama', 'Fantasy']",1999-02-05,81
12448,other,Maiodore! Maimai Time,1.0,5.93,0,[],2020-09-08,2
12449,original,Go! Samurai,1.0,5.63,0,['Action'],2015-08-07,6
12450,,Juujika You and I,1.0,5.43,0,['Sci-Fi'],2010-09-03,3
12451,original,Balloon,1.0,5.1,2,['Avant Garde'],2013-01-01,0
12452,manga,Armageddon,1.0,3.92,3,"['Action', 'Adventure', 'Sci-Fi']",1996-01-19,86
12453,light_novel,"Tantei wa Mou, Shindeiru. Mini Anime",5.0,5.85,0,['Comedy'],2021-05-21,10
12454,,Harbor Tale,1.0,6.05,0,"['Adventure', 'Fantasy']",2011-01-01,18
12455,,Ashinaga Ojisan,1.0,5.55,1,"['Comedy', 'Drama']",1979-10-10,60
12456,,The Kabocha Wine: Nita no Aijou Monogatari,1.0,6.06,1,"['Comedy', 'Romance', 'Slice of Life']",1984-07-14,24
12457,game,Glamorous Heroes,10.0,4.37,2,['Action'],2017-10-07,61
12458,original,Futon,1.0,5.15,2,['Avant Garde'],2012-01-01,6
12459,original,1/100 Train Station,1.0,5.12,0,['Slice of Life'],2017-07-24,2
12460,manga,Pelican Road Club Caroucha,1.0,5.82,0,"['Drama', 'Romance']",1986-06-21,55
12461,game,Mugen Kouro,4.0,5.13,1,"['Action', 'Sci-Fi']",2008-10-09,10
12462,original,Osaru no Kantai,1.0,4.59,0,[],1936-01-01,1
12463,original,Nezumi no Rusuban,1.0,4.54,0,['Action'],1931-01-01,1
12464,,Kirin Monoshiri Yakata,1565.0,5.62,1,[],1975-01-01,7825
12465,,Gasshin Sentai Mechander Robo,35.0,5.74,2,"['Mystery', 'Sci-Fi']",1977-03-03,805
12466,original,Donten,1.0,6.02,0,[],2019-03-13,3
12467,manga,Mashiro no Oto Mini,33.0,5.77,1,['Slice of Life'],2021-01-15,49
12468,original,Choro Q Dagram,1.0,5.42,1,"['Comedy', 'Sci-Fi']",1983-07-09,8
12469,original,Sagashimono,1.0,5.47,0,[],2013-07-05,1
12470,,Kirin Ashita no Calendar,1306.0,5.86,0,[],1980-01-01,6530
12471,,Ahiru no Pekkle no Sindbad no Bouken,1.0,5.84,3,"['Adventure', 'Fantasy']",1993-10-21,26
12472,,Sekai Monoshiri Ryoko,1006.0,5.72,1,['Comedy'],1971-10-01,5030
12473,original,Hana no Mahoutsukai Mary Bell: Phoenix no Kagi,1.0,5.92,1,"['Adventure', 'Fantasy']",1992-08-08,43
12474,visual_novel,Ryuusei Tenshi Primaveil,1.0,5.22,0,['Hentai'],2006-02-24,26
12475,original,Yuuyake Dandan,23.0,5.99,2,['Slice of Life'],2015-03-31,41
12476,,Sugata Sanshirou,1.0,6.07,2,"['Action', 'Sports']",1981-06-08,70
12478,original,Osaru no Sankichi: Totsugeki-tai,1.0,4.65,0,[],1934-03-24,9
12479,mixed_media,Yoshimaho,15.0,5.68,13,['Slice of Life'],2021-07-01,16
12480,original,Chagama Ondo,1.0,4.93,0,"['Comedy', 'Supernatural']",1935-03-19,6
12481,original,1/100 Shibuya Crossing,1.0,5.12,1,['Slice of Life'],2015-06-28,2
12482,original,Starry Tales: Seiza wa Toki wo Koete,1.0,5.35,1,['Fantasy'],2011-03-19,27
12483,4_koma_manga,Fushigi na Somera-chan Special,1.0,5.47,0,"['Comedy', 'Slice of Life']",2015-12-26,9
12484,original,Polka Dot,1.0,5.13,0,[],2018-03-02,2
12485,,YanYan Machiko,11.0,5.57,1,"['Comedy', 'Slice of Life']",2009-12-25,27
12486,manga,Offside Girl,2.0,4.03,2,"['Hentai', 'Sports']",2007-04-25,31
12487,,Lost Utopia,1.0,4.68,0,"['Action', 'Fantasy', 'Supernatural']",2007-01-01,5
12488,other,Tao Hua Yuan Ji,1.0,5.98,0,['Fantasy'],2006-01-01,14
12489,novel,Satsujin Kippu wa Heart-iro,1.0,5.34,0,['Mystery'],1990-02-03,50
12490,,Compiler Festa,1.0,5.3,0,"['Action', 'Drama', 'Sci-Fi']",1995-12-21,50
12491,,Kipling Jr.,1.0,5.42,1,['Comedy'],1995-01-01,14
12492,music,Gravity,1.0,5.52,0,[],2016-06-30,4
12493,original,Candy Caries,1.0,5.8,1,['Fantasy'],2021-03-21,1
12495,,Hiroshima e no Tabi,1.0,6.01,1,"['Drama', 'Slice of Life']",1994-07-20,31
12496,manga,Hiiro no Koku,5.0,5.14,6,['Hentai'],1999-09-18,135
12497,web_manga,Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 2nd Season,3.0,5.78,0,"['Boys Love', 'Fantasy']",2021-11-03,6
12498,original,makemagic,1.0,5.42,0,['Fantasy'],2011-10-01,3
12499,manga,Spiral Over,1.0,5.55,1,['Hentai'],1999-10-18,29
12501,,Moshidora Recap,1.0,5.94,0,"['Drama', 'Sports']",2011-08-16,73
12502,picture_book,Hare Tokidoki Buta,1.0,6.02,1,['Comedy'],1988-08-23,74
12503,visual_novel,With You: Mitsumeteitai,2.0,5.32,1,"['Drama', 'Fantasy', 'Mystery', 'Romance']",2000-12-25,56
12504,original,Tora-chan no Kankan Mushi,1.0,5.16,0,['Drama'],1950-01-01,10
12505,game,Daitan Futeki ni Koi Shitai,1.0,5.76,0,[],2018-11-12,1
12506,manga,Shinkai no Kantai: Submarine 707,1.0,5.55,0,"['Action', 'Adventure', 'Sci-Fi']",1997-01-10,46
12507,card_game,Shadowverse (TV) Recaps,3.0,5.52,0,['Fantasy'],2020-06-30,72
12508,game,Marine Dreamin',1.0,5.34,0,[],2015-04-24,3
12509,game,Generation of Chaos Next: Chikai no Pendant,1.0,3.46,1,"['Action', 'Adventure', 'Fantasy', 'Romance']",2002-05-22,27
12510,,Himitsu no Akko-chan: Umi da! Obake da!! Natsu Matsuri,1.0,5.86,0,[],1989-07-15,24
12511,original,Television,1.0,5.4,0,['Horror'],2004-01-01,2
12512,original,I'm Here with You,1.0,5.47,1,[],2009-06-01,4
12513,original,Minna e wo Check!,1.0,5.37,0,[],2020-01-07,2
12514,,Licca-chan to Yamaneko Hoshi no Tabi,1.0,5.92,0,"['Adventure', 'Fantasy']",1997-09-12,78
12515,original,Itsumo Kokoro ni Ho,1.0,5.66,0,['Slice of Life'],2013-08-01,2
12516,manga,Seishou Jogangu Alice Doll,2.0,5.15,1,['Hentai'],2000-08-18,58
12517,original,Next Senki Ehrgeiz,12.0,5.46,1,"['Action', 'Sci-Fi']",1997-10-02,300
12518,original,Taa-chan no Kaitei Ryokou,1.0,4.47,0,['Adventure'],1935-03-26,1
12519,,Ziggy: Soreyuke! R&R Band,1.0,5.51,0,"['Adventure', 'Mystery']",1991-07-12,70
12520,original,Osaru no Sankichi: Boukuusen,1.0,4.57,0,[],1942-01-01,3
12521,novel,Yumemi no E,1.0,6.02,0,[],2019-08-23,10
12522,original,Dallos Special,1.0,5.48,0,['Sci-Fi'],1985-05-08,89
12523,,21 Seiki Manga Hajimete Monogatari,1.0,5.96,2,"['Adventure', 'Comedy', 'Sci-Fi']",2001-03-30,30
12524,,Xiongmao Monogatari TaoTao,1.0,5.97,0,"['Comedy', 'Fantasy']",1981-12-28,86
12525,music,Wonderland to Hitsuji no Uta,1.0,5.5600000000000005,1,[],2010-07-03,4
12526,original,Chameko no Ichinichi,1.0,4.86,0,['Comedy'],1931-01-01,6
12527,,Hello Kitty no Nagagutsu wo Naita Neko,1.0,6.01,0,['Fantasy'],2001-12-21,15
12528,,Kero Kero Keroppi no Robin Hood,1.0,6.01,0,['Fantasy'],1994-01-21,29
12529,original,Kenju Giga,1.0,4.92,0,[],1970-01-01,8
12530,other,Chou Futsuu Toshi Kashiwa Densetsu R,10.0,4.33,3,"['Comedy', 'Fantasy']",2020-07-06,50
12531,other,Hanasaka Jiisan,1.0,4.84,0,"['Comedy', 'Drama']",1928-07-01,6
12532,game,Gunparade Orchestra OVA,3.0,5.77,0,[],2006-01-12,90
12533,original,Ninjutsu Hinotama Kozou: Edo no Maki,1.0,4.05,0,['Action'],1935-11-09,1
12534,original,Ushinawareta Choushoku,1.0,5.86,2,['Avant Garde'],2015-01-13,6
12535,,Reyon Densetsu Flair,2.0,4.98,2,"['Action', 'Fantasy', 'Hentai']",1986-07-14,57
12536,original,Crayon Angel,1.0,3.69,0,['Avant Garde'],1975-01-01,2
12537,original,Homé-Pato the Movie,1.0,5.4,1,[],2015-05-04,1
12538,original,Yuki Terai,6.0,5.88,1,[],2000-08-19,36
12539,,O-parts: Oman,1.0,4.8,5,"['Action', 'Comedy', 'Hentai']",1987-01-01,6
12540,manga,Scoopers,1.0,5.25,1,"['Action', 'Sci-Fi']",1987-12-01,58
12541,original,Red Colored Bridge,1.0,3.62,2,['Avant Garde'],2012-01-01,5
12542,game,Beat in Love (2018),1.0,5.66,0,[],2018-10-16,1
12543,original,Yuukai Anna,1.0,4.68,0,"['Action', 'Adventure', 'Romance']",2018-07-21,26
12544,manga,Pops,1.0,5.21,2,"['Romance', 'Slice of Life']",1993-06-25,31
12545,web_manga,Nar Doma,26.0,5.8,3,['Comedy'],2015-05-17,52
12546,game,Run=Dim,13.0,4.95,4,"['Action', 'Sci-Fi']",2001-04-01,318
12547,game,Xanadu Dragonslayer Densetsu,1.0,5.23,0,"['Adventure', 'Comedy', 'Fantasy']",1988-03-01,50
12548,original,Mini-Chara Macross,1.0,5.34,0,['Comedy'],2002-08-25,1
12549,original,Requiem (ONA),1.0,3.86,0,['Avant Garde'],2012-01-17,2
12550,,Hoshikuzu Paradise,1.0,5.42,0,"['Comedy', 'Romance']",1991-07-25,41
12551,original,Anokoro no Namida wa,1.0,5.64,0,['Slice of Life'],1997-03-31,2
12552,web_manga,Waanabi.jk,2.0,5.03,0,"['Comedy', 'Slice of Life']",2013-07-29,3
12553,,Cybot Robocchi,39.0,5.96,0,"['Comedy', 'Sci-Fi']",1982-10-07,936
12554,original,Oira no Ski,1.0,5.14,0,"['Comedy', 'Sports']",1930-03-07,9
12555,original,Recorder,1.0,5.07,0,['Avant Garde'],2006-01-01,1
12556,original,Ai wo Komete,1.0,5.69,1,"['Comedy', 'Slice of Life']",2015-04-08,5
12557,original,I Like It,1.0,3.13,3,[],2018-11-26,1
12558,,Ttori wa Zeta Robot,1.0,6.0,0,"['Action', 'Adventure']",1985-01-17,62
12559,original,Lost,1.0,6.03,0,[],2017-11-09,5
12560,original,Zenmai Zamurai,215.0,5.75,3,['Comedy'],2006-04-03,1272
12561,manga,Gensei Shugoshin P-hyoro Ikka OVA,3.0,5.53,1,"['Adventure', 'Fantasy']",1988-09-01,90
12562,original,Huoli Shaonian Wang 3,40.0,5.97,1,[],2010-01-01,960
12563,light_novel,Bear Bear Bear Kuma! Kumadam-hen,3.0,5.71,0,['Comedy'],2021-01-27,1
12564,visual_novel,Dragon Knight Gaiden,1.0,4.96,1,"['Action', 'Fantasy', 'Hentai']",1995-02-25,47
12565,,Hello Kitty no Kurumi Wari Ningyou,1.0,5.94,0,['Fantasy'],2001-10-26,15
12566,original,Oh Yoko!,1.0,4.41,0,"['Avant Garde', 'Romance']",1973-01-01,4
12567,game,Inishie no Megami to Houseki no Ite,2.0,5.69,0,['Action'],2014-07-04,1
12568,,Sono Mukou no Mukougawa,1.0,5.58,1,[],2005-03-19,1
12569,,Ninja Bugei-chou,1.0,5.45,4,['Action'],1967-02-15,135
12570,game,Wishing,1.0,5.6,0,[],2017-12-01,3
12571,original,Doudou,2.0,5.55,0,['Fantasy'],2002-01-01,14
12572,original,Babyshiba,7.0,5.53,0,['Comedy'],2011-01-01,3
12573,original,Yasashii Kinyoubi,1.0,3.72,0,['Avant Garde'],1975-01-01,3
12574,manga,Heisei Harenchi Gakuen,1.0,5.14,3,"['Comedy', 'Hentai']",1996-03-01,47
12575,music,Fr/day Night,1.0,5.37,0,['Comedy'],2015-07-09,4
12576,,Stitch! Perfect Memory,1.0,5.83,0,"['Adventure', 'Comedy', 'Sci-Fi']",2015-08-07,45
12577,manga,Meisou-Ou Border,1.0,5.51,0,['Adventure'],1991-09-01,43
12578,original,Toyama Kankou Anime Project,6.0,5.35,2,['Slice of Life'],2009-06-17,30
12579,original,Showtime,1.0,6.03,1,[],2020-07-29,4
12580,manga,Youjuu Kyoushitsu Gaiden,4.0,5.12,2,"['Hentai', 'Horror']",1995-11-17,120
12581,original,Megumi to Taiyou: Kajuu Gummi Tweet Love Story,1.0,5.01,1,"['Romance', 'Slice of Life']",2011-05-17,3
12582,light_novel,Gekkou no Pierce: Yumemi to Gin no Bara no Kishidan,1.0,5.8,0,"['Fantasy', 'Mystery', 'Romance']",1991-12-14,70
12583,manga,Fate/kaleid liner Prisma☆Illya Movie: Licht - Namae no Nai Shoujo Mini Anime,3.0,5.48,0,['Comedy'],2021-08-20,9
12584,music,Heroine Tarumono! Kiraware Heroine to Naisho no Oshigoto Mini Anime,6.0,5.91,2,[],2022-03-22,6
12585,original,Lei Su Deng Shandian Chong Xian,26.0,5.91,0,[],2007-05-01,550
12586,novel,Carol,1.0,4.97,2,['Fantasy'],1990-03-21,60
12587,manga,Glass no Chikyuu wo Sukue Unico Special,1.0,5.94,1,['Fantasy'],2000-07-20,16
12588,original,Haru no Shikumi,1.0,4.37,0,['Avant Garde'],2010-01-01,4
12589,original,Daisy Blue,1.0,5.88,1,[],2017-12-20,4
12590,game,Special Nu World,1.0,5.82,0,[],2018-10-16,1
12591,original,Kunoichi Gakuen Ninpouchou,6.0,4.94,2,"['Action', 'Comedy', 'Hentai']",1999-01-01,143
12592,,Shan T Lao Fu Zi,1.0,5.98,0,"['Action', 'Comedy']",1983-08-04,72
12593,visual_novel,Shikkaku Ishi,2.0,5.48,1,['Hentai'],2003-01-25,56
12594,original,Akai Boushi,1.0,5.33,0,[],1984-10-05,2
12595,original,Xiao Kedou Zhao Mama,1.0,5.57,1,[],1960-01-01,15
12596,original,"Nemure Omoigo, Sora no Shitone ni",1.0,5.34,1,"['Adventure', 'Drama']",2014-04-12,49
12597,,Gegege no Kitarou: Kitarou no Yuurei Densha,1.0,5.8,0,"['Adventure', 'Supernatural']",1999-03-20,13
12598,original,Joubuna Tire!,1.0,5.14,0,[],1980-01-01,1
12599,manga,Mahjong Hishouden: Naki no Ryuu,3.0,5.9,0,"['Action', 'Drama']",1988-05-25,120
12600,game,Aloha! Youkai Watch: Rakuen Hawaii de Geragerapou!!,1.0,5.9,0,"['Slice of Life', 'Supernatural']",2015-06-24,2
12601,original,Kura Sushi,2.0,5.87,0,['Slice of Life'],2014-04-27,8
12602,manga,Glass no Kamen Desu ga,3.0,5.44,0,['Comedy'],2013-04-07,10
12603,original,Kitte no Gensou,1.0,4.88,0,['Comedy'],1961-01-01,6
12604,original,Toe! Space Attendant Aoi,1.0,5.75,1,[],2019-03-09,24
12605,manga,Mahou no Shiho-chan,2.0,5.23,5,['Hentai'],1996-10-25,53
12606,manga,Harenchi Koumon Manyuuki,1.0,5.29,0,['Hentai'],1996-05-03,44
12607,original,Shoujouji no Tanuki-bayashi,1.0,4.88,0,[],1933-01-01,1
12608,4_koma_manga,Cinderella Girls Gekijou: Climax Season Specials,3.0,5.94,0,"['Comedy', 'Slice of Life']",2019-06-26,4
12609,,Momoko,2.0,5.16,2,"['Hentai', 'Romance']",1990-08-05,80
12610,manga,Norakuro Nitouhei: Kyouren no Maki,1.0,5.01,0,"['Action', 'Adventure']",1933-06-14,5
12611,,Suzume no Oyado,1.0,5.27,0,['Fantasy'],1936-01-01,10
12612,music,Bungaku Shounen no Yuuutsu,1.0,5.63,0,['Drama'],2011-06-29,6
12613,original,1/100 Rice Planting,1.0,4.91,0,['Slice of Life'],2016-06-26,9
12614,original,Fairy Ngoo,4.0,5.22,2,"['Comedy', 'Fantasy', 'Supernatural']",2019-04-10,11
12615,other,Mikan-bune,1.0,4.75,1,[],1927-02-11,6
12616,original,Imokawa Mukuzo: Genkanban no Maki,1.0,5.4,2,['Comedy'],1917-01-01,8
12617,other,ARP Backstage Pass: Celebrate Good Time - Short Stories,1.0,5.3,1,['Comedy'],2020-03-02,23
12618,,Cello Hiki no Gauche (OVA),1.0,5.96,0,"['Drama', 'Fantasy']",1998-01-01,20
12619,,Asa ga Kuru mae ni: Sasurai Version,1.0,5.53,0,['Romance'],2010-09-22,4
12620,original,Clone,1.0,5.78,0,[],2016-07-15,3
12621,music,Hikenai Guitar wo Hikundaze,1.0,5.43,1,[],2004-12-22,2
12622,original,Kuuchuu Gunkan Atlantis,1.0,6.06,0,['Action'],2019-08-24,18
12623,manga,Dr. Slump: Arale-chan - Penguin Mura no Shouboutai,1.0,5.79,0,"['Comedy', 'Sci-Fi']",1984-01-01,11
12624,original,QUI,1.0,6.04,0,[],2020-01-17,4
12625,original,Tonari no Onigiri-kun,3.0,5.13,1,['Slice of Life'],2016-08-30,0
12626,light_novel,Houkago no Tinker Bell,1.0,5.52,0,"['Comedy', 'Drama', 'Mystery', 'Romance', 'Slice of Life']",1992-07-22,46
12627,original,Kiekaketa Monogataritachi no Tame ni,1.0,4.92,3,['Avant Garde'],1994-01-01,9
12628,,Agukaru,5.0,5.27,1,"['Slice of Life', 'Supernatural']",2010-09-17,62
12629,,Ippatsu Hicchuu!! Devander,1.0,5.45,1,"['Action', 'Sci-Fi']",2012-10-19,27
12630,,Dochinpira,1.0,5.22,1,"['Action', 'Comedy', 'Hentai']",1993-08-27,45
12631,,Mikan-Seijin,26.0,5.7,3,['Comedy'],1992-01-01,9
12632,,Beluga,1.0,4.59,1,"['Avant Garde', 'Horror']",2011-01-01,5
