,source,title,episodes,score,favorites,genres,start_date,total_duration
231,original,Redline,1.0,8.28,4911,"['Action', 'Sci-Fi']",2009-08-14,102
232,light_novel,Youjo Senki,12.0,7.97,10768,['Action'],2017-01-06,288
233,manga,Hinamatsuri (TV),12.0,8.16,4076,"['Comedy', 'Supernatural']",2018-04-06,284
234,manga,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,4.0,8.71,5961,"['Action', 'Drama', 'Romance']",1999-02-20,120
235,web_manga,ReLIFE: Kanketsu-hen,4.0,8.21,1582,"['Romance', 'Slice of Life']",2018-03-21,94
236,light_novel,"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",1.0,8.32,753,"['Drama', 'Fantasy', 'Slice of Life']",2018-07-04,34
237,web_manga,Wotaku ni Koi wa Muzukashii,11.0,7.95,10043,['Romance'],2018-04-13,251
238,manga,Bleach,366.0,7.87,60837,"['Action', 'Adventure', 'Fantasy']",2004-10-05,8784
239,manga,Jujutsu Kaisen 0 Movie,1.0,8.52,6902,"['Action', 'Fantasy']",2021-12-24,105
240,manga,Dragon Ball Super: Broly,1.0,8.14,2390,"['Action', 'Adventure', 'Fantasy']",2018-12-14,100
241,manga,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,1.0,8.93,2013,"['Action', 'Comedy', 'Sci-Fi']",2013-07-06,110
242,manga,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,12.0,7.98,1387,"['Ecchi', 'Gourmet']",2018-04-09,290
243,manga,JoJo no Kimyou na Bouken Part 6: Stone Ocean,12.0,8.35,6465,"['Action', 'Adventure']",2021-12-01,293
244,4_koma_manga,"Komi-san wa, Comyushou desu.",12.0,8.01,10852,['Comedy'],2021-10-07,286
245,light_novel,Overlord III,13.0,7.93,4974,"['Action', 'Fantasy', 'Supernatural']",2018-07-10,307
246,novel,Yojouhan Shinwa Taikei,11.0,8.57,16621,"['Comedy', 'Mystery', 'Romance']",2010-04-23,253
247,manga,Sakamichi no Apollon,12.0,8.32,6610,"['Drama', 'Romance']",2012-04-13,275
248,manga,Initial D First Stage,26.0,8.31,9731,"['Action', 'Drama']",1998-04-19,650
249,manga,Asobi Asobase,12.0,8.19,5594,['Comedy'],2018-07-08,282
250,original,Kotonoha no Niwa,1.0,7.92,6436,"['Drama', 'Romance', 'Slice of Life']",2013-05-31,46
251,manga,Kamisama Hajimemashita◎,12.0,8.19,2439,"['Comedy', 'Fantasy', 'Romance', 'Supernatural']",2015-01-06,287
252,original,Summer Wars,1.0,8.04,3747,"['Comedy', 'Sci-Fi']",2009-08-01,114
253,manga,Cardcaptor Sakura,70.0,8.15,11898,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",1998-04-07,1750
254,original,Yuri!!! on Ice,12.0,7.91,19383,['Sports'],2016-10-06,281
255,manga,Mimi wo Sumaseba,1.0,8.22,4089,"['Drama', 'Romance', 'Slice of Life']",1995-07-15,111
256,original,Plastic Memories,13.0,7.92,10879,"['Drama', 'Romance', 'Sci-Fi']",2015-04-05,312
257,original,Evangelion: 1.0 You Are (Not) Alone,1.0,8.01,1686,"['Action', 'Drama', 'Sci-Fi']",2007-09-01,101
258,original,Serial Experiments Lain,13.0,8.07,22495,"['Avant Garde', 'Drama', 'Mystery', 'Sci-Fi', 'Supernatural']",1998-07-06,309
259,original,Tsuki ga Kirei,12.0,8.09,7327,['Romance'],2017-04-07,292
260,manga,Hajime no Ippo: Rising,25.0,8.59,1061,['Sports'],2013-10-06,550
261,light_novel,Tsukimonogatari,4.0,8.1,946,"['Comedy', 'Ecchi', 'Mystery', 'Supernatural']",2014-12-31,107
262,manga,Lovely★Complex,24.0,8.03,9130,"['Comedy', 'Romance']",2007-04-07,576
263,original,Stranger: Mukou Hadan,1.0,8.28,2807,"['Action', 'Adventure']",2007-09-29,103
264,light_novel,Kara no Kyoukai Movie 5: Mujun Rasen,1.0,8.54,4328,"['Action', 'Drama', 'Mystery', 'Romance', 'Supernatural', 'Suspense']",2008-08-16,114
265,manga,D.Gray-man,103.0,8.02,13213,"['Action', 'Adventure', 'Comedy']",2006-10-03,2369
266,light_novel,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),12.0,7.86,14391,['Drama'],2017-07-12,288
267,manga,Boku no Hero Academia the Movie 2: Heroes:Rising,1.0,8.01,1682,['Action'],2019-12-20,104
268,manga,Dorohedoro,12.0,8.07,6994,"['Action', 'Comedy', 'Fantasy', 'Horror']",2020-01-13,284
269,manga,Soul Eater,51.0,7.84,24382,"['Action', 'Comedy', 'Fantasy', 'Supernatural']",2008-04-07,1202
270,manga,Chihayafuru,25.0,8.19,7336,"['Drama', 'Slice of Life', 'Sports']",2011-10-05,565
271,manga,Slam Dunk,101.0,8.54,6301,['Sports'],1993-10-16,2323
272,novel,Paprika,1.0,8.04,3864,"['Avant Garde', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi', 'Suspense']",2006-11-25,90
273,manga,Tokyo Ghoul,12.0,7.79,46901,"['Action', 'Fantasy', 'Horror']",2014-07-04,288
274,manga,Gyakkyou Burai Kaiji: Ultimate Survivor,26.0,8.28,9166,['Suspense'],2007-10-03,598
275,manga,Beastars,12.0,7.87,9004,"['Drama', 'Slice of Life']",2019-10-10,275
276,manga,Zoku Natsume Yuujinchou,13.0,8.55,1371,"['Drama', 'Slice of Life', 'Supernatural']",2009-01-06,313
277,original,SK∞,12.0,8.03,11277,['Sports'],2021-01-10,287
278,light_novel,Gosick,24.0,8.06,7726,"['Drama', 'Mystery', 'Romance']",2011-01-08,584
279,light_novel,Nekomonogatari: Kuro,4.0,7.94,1153,"['Comedy', 'Ecchi', 'Romance', 'Supernatural']",2012-12-31,99
280,4_koma_manga,K-On!,13.0,7.85,22035,['Comedy'],2009-04-03,318
281,manga,Mushishi Zoku Shou,10.0,8.7,1436,"['Adventure', 'Fantasy', 'Mystery', 'Slice of Life', 'Supernatural']",2014-04-05,240
282,original,Evangelion: 3.0+1.0 Thrice Upon a Time,1.0,8.64,5824,"['Action', 'Drama', 'Sci-Fi']",2021-03-08,155
283,visual_novel,Higurashi no Naku Koro ni,26.0,7.9,19936,"['Horror', 'Mystery', 'Supernatural', 'Suspense']",2006-04-05,628
284,original,Shirobako,24.0,8.3,6117,"['Comedy', 'Drama']",2014-10-09,592
285,manga,Tonikaku Kawaii,12.0,7.91,8932,"['Comedy', 'Romance']",2020-10-03,285
286,manga,Kuroshitsuji: Book of Circus,10.0,8.08,3383,"['Action', 'Comedy', 'Mystery', 'Supernatural']",2014-07-11,240
287,4_koma_manga,Gekkan Shoujo Nozaki-kun,12.0,7.85,10382,"['Comedy', 'Romance']",2014-07-07,288
288,novel,Kaze ga Tsuyoku Fuiteiru,23.0,8.4,5444,"['Drama', 'Sports']",2018-10-03,529
289,original,Nagi no Asu kara,26.0,8.0,9231,"['Drama', 'Fantasy', 'Romance']",2013-10-03,614
290,original,Gake no Ue no Ponyo,1.0,7.91,3228,"['Adventure', 'Fantasy']",2008-07-19,100
291,manga,Natsume Yuujinchou San,13.0,8.58,1322,"['Drama', 'Slice of Life', 'Supernatural']",2011-07-05,312
292,manga,Bungou Stray Dogs,12.0,7.82,22420,"['Action', 'Comedy', 'Mystery', 'Supernatural']",2016-04-07,284
293,manga,Beck,26.0,8.29,7730,"['Comedy', 'Drama', 'Slice of Life']",2004-10-07,650
294,manga,Kimi ni Todoke 2nd Season,12.0,7.99,1427,"['Drama', 'Romance', 'Slice of Life']",2011-01-12,276
295,light_novel,Hataraku Maou-sama!,13.0,7.78,10799,"['Comedy', 'Fantasy', 'Romance', 'Supernatural']",2013-04-04,312
296,manga,Chihayafuru 2,25.0,8.39,1563,"['Drama', 'Slice of Life', 'Sports']",2013-01-12,558
297,light_novel,Durarara!!x2 Shou,12.0,7.99,949,"['Action', 'Mystery', 'Supernatural']",2015-01-10,288
298,light_novel,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,1.0,8.04,686,"['Adventure', 'Comedy', 'Fantasy']",2017-07-24,28
299,light_novel,Suzumiya Haruhi no Yuuutsu,14.0,7.84,14594,"['Comedy', 'Mystery', 'Sci-Fi', 'Slice of Life']",2006-04-03,331
300,manga,Doukyuusei (Movie),1.0,8.3,5458,"['Boys Love', 'Romance', 'Slice of Life']",2016-02-20,60
301,manga,One Piece Film: Z,1.0,8.15,525,"['Action', 'Adventure', 'Fantasy']",2012-12-15,107
302,manga,Ore Monogatari!!,24.0,7.91,4599,"['Comedy', 'Romance']",2015-04-09,548
303,original,Tokyo Godfathers,1.0,8.28,2173,"['Comedy', 'Drama']",2003-11-08,92
304,manga,Natsume Yuujinchou Shi,13.0,8.65,1888,"['Drama', 'Slice of Life', 'Supernatural']",2012-01-03,312
306,visual_novel,Fate/stay night: Unlimited Blade Works Prologue,1.0,8.05,429,"['Action', 'Fantasy', 'Supernatural']",2014-10-05,51
307,manga,Toaru Kagaku no Railgun S,24.0,8.03,3631,"['Action', 'Sci-Fi']",2013-04-12,576
308,visual_novel,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,1.0,8.25,367,"['Sci-Fi', 'Suspense']",2015-12-03,24
309,manga,Mushishi Zoku Shou 2nd Season,10.0,8.74,1303,"['Adventure', 'Fantasy', 'Mystery', 'Slice of Life', 'Supernatural']",2014-10-19,238
310,light_novel,Durarara!!x2 Ketsu,12.0,8.07,1068,"['Action', 'Mystery', 'Supernatural']",2016-01-09,288
311,manga,Kaze Tachinu,1.0,8.1,2688,"['Drama', 'Romance']",2013-07-20,126
312,manga,Nodame Cantabile,23.0,8.28,4835,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",2007-01-12,517
313,manga,Zetsuen no Tempest,24.0,7.93,6370,"['Action', 'Drama', 'Fantasy', 'Mystery']",2012-10-05,588
314,original,Koukyoushihen Eureka Seven,50.0,8.06,8832,"['Adventure', 'Drama', 'Romance', 'Sci-Fi']",2005-04-17,1200
315,manga,InuYasha,167.0,7.85,16820,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Supernatural']",2000-10-16,4008
316,original,Charlotte,13.0,7.75,20937,['Drama'],2015-07-05,312
317,manga,Ballroom e Youkoso,24.0,8.19,3213,"['Comedy', 'Drama', 'Romance', 'Sports']",2017-07-09,580
318,manga,Golden Boy,6.0,8.02,4813,"['Adventure', 'Comedy', 'Ecchi']",1995-10-27,172
319,manga,Kami nomi zo Shiru Sekai: Megami-hen,12.0,8.02,1976,"['Comedy', 'Romance', 'Supernatural']",2013-07-09,288
320,manga,InuYasha: Kanketsu-hen,26.0,8.2,2013,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Supernatural']",2009-10-04,624
321,manga,Devilman: Crybaby,10.0,7.77,20802,"['Action', 'Avant Garde', 'Horror', 'Supernatural']",2018-01-05,253
322,manga,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,26.0,8.52,2970,"['Action', 'Mystery', 'Sci-Fi']",2004-01-01,650
323,manga,Gintama.: Shirogane no Tamashii-hen,12.0,8.81,1086,"['Action', 'Comedy', 'Sci-Fi']",2018-01-08,288
324,light_novel,Hanamonogatari,5.0,7.94,1048,"['Comedy', 'Mystery', 'Supernatural']",2014-08-16,128
325,light_novel,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),1.0,8.41,2213,"['Action', 'Mystery', 'Romance', 'Supernatural', 'Suspense']",2009-08-08,121
326,light_novel,Full Metal Panic? Fumoffu,12.0,8.04,2850,"['Action', 'Comedy']",2003-08-26,288
327,light_novel,Youjo Senki Movie,1.0,8.24,922,['Action'],2019-02-08,98
328,manga,Karakai Jouzu no Takagi-san 2,12.0,8.08,2282,['Comedy'],2019-07-07,283
329,light_novel,Durarara!!x2 Ten,12.0,7.98,740,"['Action', 'Mystery', 'Supernatural']",2015-07-04,288
330,manga,Drifters,12.0,7.9,3590,"['Action', 'Adventure', 'Comedy', 'Fantasy']",2016-10-07,284
331,manga,Berserk: Ougon Jidai-hen III - Kourin,1.0,8.2,1417,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Supernatural']",2013-02-01,110
332,manga,Kuroko no Basket Movie 4: Last Game,1.0,8.08,920,['Sports'],2017-03-18,90
333,manga,Yuukoku no Moriarty,11.0,8.14,5255,"['Mystery', 'Suspense']",2020-10-11,262
334,light_novel,Overlord II,13.0,7.76,3993,"['Action', 'Adventure', 'Fantasy', 'Supernatural']",2018-01-09,307
335,original,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,1.0,8.57,889,"['Action', 'Sci-Fi']",2009-04-22,125
336,manga,One Outs,25.0,8.34,3732,['Sports'],2008-10-08,575
337,original,Megalo Box,13.0,7.89,3197,"['Sci-Fi', 'Sports']",2018-04-06,317
338,novel,Hibike! Euphonium,13.0,8.0,6516,['Drama'],2015-04-08,305
339,manga,Akagami no Shirayuki-hime 2nd Season,12.0,7.98,1632,"['Drama', 'Fantasy', 'Romance']",2016-01-12,288
340,manga,Beelzebub,60.0,7.87,5065,"['Action', 'Comedy', 'Supernatural']",2011-01-09,1470
341,original,Ergo Proxy,23.0,7.91,12096,"['Mystery', 'Sci-Fi']",2006-02-25,586
342,manga,One Piece Film: Strong World,1.0,8.11,415,"['Action', 'Adventure', 'Fantasy']",2009-12-12,115
343,manga,Shouwa Genroku Rakugo Shinjuu,13.0,8.58,5507,['Drama'],2016-01-09,338
344,manga,Shijou Saikyou no Deshi Kenichi,50.0,8.07,3364,"['Action', 'Comedy']",2006-10-07,1250
345,manga,Nanatsu no Taizai,24.0,7.7,18890,"['Action', 'Adventure', 'Fantasy']",2014-10-05,588
346,visual_novel,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",1.0,7.94,824,"['Drama', 'Romance']",2008-07-16,25
347,light_novel,Zoku Owarimonogatari,6.0,8.46,888,"['Comedy', 'Mystery', 'Supernatural']",2018-11-10,171
348,manga,Kami nomi zo Shiru Sekai II,12.0,7.89,963,"['Comedy', 'Romance', 'Supernatural']",2011-04-12,282
349,manga,Gintama.: Porori-hen,13.0,8.53,845,"['Action', 'Comedy', 'Sci-Fi']",2017-10-02,309
350,manga,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,14.0,8.88,973,"['Action', 'Comedy', 'Sci-Fi']",2018-07-09,336
351,light_novel,Golden Time,24.0,7.75,11922,"['Comedy', 'Drama', 'Romance']",2013-10-04,576
352,novel,Hibike! Euphonium 2,13.0,8.3,3168,['Drama'],2016-10-06,307
353,light_novel,Chuunibyou demo Koi ga Shitai!,12.0,7.72,16755,"['Comedy', 'Romance']",2012-10-04,288
354,light_novel,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,1.0,8.16,1005,"['Fantasy', 'Slice of Life', 'Supernatural']",2015-04-25,90
355,light_novel,Kyoukai no Kanata,12.0,7.74,11371,"['Fantasy', 'Slice of Life', 'Supernatural']",2013-10-03,288
356,original,91 Days,12.0,7.83,7076,"['Action', 'Drama']",2016-07-09,294
357,manga,Black Lagoon: Roberta's Blood Trail,5.0,8.03,1118,['Action'],2010-06-27,169
358,light_novel,Kokoro Connect,13.0,7.77,7679,"['Drama', 'Romance', 'Supernatural']",2012-07-08,312
359,manga,"Komi-san wa, Comyushou desu. 2nd Season",12.0,8.16,3079,['Comedy'],2022-04-07,286
360,manga,Shingeki no Kyojin OVA,3.0,7.86,858,"['Action', 'Drama']",2013-12-09,69
361,novel,Omoide no Marnie,1.0,8.06,2266,"['Drama', 'Mystery']",2014-07-19,102
362,manga,Skip Beat!,25.0,8.09,4950,"['Comedy', 'Drama', 'Romance']",2008-10-06,603
363,manga,The Last: Naruto the Movie,1.0,7.78,1904,"['Action', 'Adventure', 'Fantasy', 'Romance']",2014-12-06,112
364,original,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,1.0,8.37,1004,"['Drama', 'Suspense']",2012-10-13,109
365,manga,Gintama Movie 1: Shinyaku Benizakura-hen,1.0,8.52,567,"['Action', 'Comedy', 'Sci-Fi']",2010-04-24,95
366,original,Little Witch Academia (TV),25.0,7.82,6882,"['Adventure', 'Comedy', 'Fantasy']",2017-01-09,600
367,light_novel,Chuunibyou demo Koi ga Shitai! Movie: Take On Me,1.0,8.12,1453,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",2018-01-06,93
368,manga,Eizouken ni wa Te wo Dasu na!,12.0,8.14,3520,"['Adventure', 'Comedy']",2020-01-06,300
369,manga,Kanata no Astra,12.0,8.1,2838,"['Adventure', 'Mystery', 'Sci-Fi']",2019-07-03,336
370,manga,Jibaku Shounen Hanako-kun,12.0,7.85,10340,"['Comedy', 'Supernatural']",2020-01-10,291
371,manga,Enen no Shouboutai: Ni no Shou,24.0,7.79,2448,"['Action', 'Supernatural']",2020-07-04,590
372,manga,Saiki Kusuo no Ψ-nan: Kanketsu-hen,1.0,8.21,343,"['Comedy', 'Supernatural']",2018-12-28,47
373,manga,Magi: Sinbad no Bouken (TV),13.0,7.85,1462,"['Action', 'Adventure', 'Fantasy']",2016-04-16,312
374,web_manga,Shoujo Shuumatsu Ryokou,12.0,8.2,5740,"['Adventure', 'Mystery', 'Sci-Fi', 'Slice of Life']",2017-10-06,284
375,light_novel,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,1.0,7.85,595,"['Comedy', 'Fantasy']",2016-06-24,23
376,light_novel,Kokoro Connect: Michi Random,4.0,7.95,829,"['Drama', 'Romance', 'Supernatural']",2012-11-19,108
377,manga,Enen no Shouboutai,24.0,7.7,7885,"['Action', 'Supernatural']",2019-07-06,575
378,novel,Karigurashi no Arrietty,1.0,7.89,971,['Fantasy'],2010-07-17,94
379,original,Shiguang Dailiren,11.0,8.79,7288,"['Drama', 'Supernatural']",2021-04-30,263
380,manga,Non Non Biyori,12.0,7.94,5835,['Slice of Life'],2013-10-08,288
381,manga,Gin no Saji,11.0,8.09,2683,"['Comedy', 'Slice of Life']",2013-07-12,253
382,light_novel,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,1.0,8.04,403,"['Comedy', 'Romance']",2016-10-27,23
383,other,Kaguya-hime no Monogatari,1.0,8.21,2157,['Fantasy'],2013-11-23,137
384,light_novel,Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,1.0,8.04,635,"['Action', 'Drama', 'Mystery', 'Supernatural', 'Suspense']",2008-02-09,59
385,manga,Initial D Second Stage,13.0,8.14,863,"['Action', 'Drama']",1999-10-15,303
386,novel,Ginga Eiyuu Densetsu,110.0,9.03,14777,"['Drama', 'Sci-Fi']",1988-01-08,2860
387,manga,Gyakkyou Burai Kaiji: Hakairoku-hen,26.0,8.25,2473,['Suspense'],2011-04-06,624
388,manga,Akagami no Shirayuki-hime,12.0,7.77,6736,"['Drama', 'Fantasy', 'Romance']",2015-07-07,291
389,manga,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,6.0,8.11,404,"['Comedy', 'Supernatural']",2019-12-30,134
390,original,Mobile Suit Gundam 00,25.0,8.12,4288,"['Action', 'Drama', 'Sci-Fi']",2007-10-06,600
391,original,Tamako Love Story,1.0,7.93,2040,"['Romance', 'Slice of Life']",2014-04-26,83
392,manga,Mahoutsukai no Yome: Hoshi Matsu Hito,3.0,8.12,672,"['Fantasy', 'Slice of Life']",2016-09-10,69
393,original,Mononoke,12.0,8.43,7045,"['Fantasy', 'Horror', 'Mystery', 'Supernatural']",2007-07-13,272
394,manga,Kuroshitsuji,24.0,7.68,21344,"['Action', 'Comedy', 'Mystery', 'Supernatural']",2008-10-03,587
395,novel,Quanzhi Gaoshou,12.0,7.91,3691,['Action'],2017-04-07,295
396,manga,Shokugeki no Souma: Shin no Sara,12.0,7.75,1286,"['Ecchi', 'Gourmet']",2019-10-12,292
397,light_novel,Kino no Tabi: The Beautiful World,13.0,8.29,6247,"['Action', 'Adventure', 'Slice of Life']",2003-04-08,316
398,manga,Claymore,26.0,7.75,7893,"['Action', 'Adventure', 'Fantasy', 'Supernatural']",2007-04-04,598
399,4_koma_manga,Azumanga Daioh,26.0,7.97,5478,"['Comedy', 'Slice of Life']",2002-04-09,628
400,web_manga,Tanaka-kun wa Itsumo Kedaruge,12.0,7.85,3999,['Slice of Life'],2016-04-09,288
401,manga,5-toubun no Hanayome,12.0,7.68,12286,"['Comedy', 'Romance']",2019-01-11,289
402,original,Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,1.0,8.22,884,"['Drama', 'Suspense']",2012-10-06,130
403,manga,Vanitas no Karte,12.0,7.91,5667,['Supernatural'],2021-07-03,286
404,light_novel,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",12.0,7.7,5728,"['Action', 'Adventure', 'Fantasy']",2015-07-04,284
405,manga,Yuru Camp△ Season 2,13.0,8.53,2604,['Slice of Life'],2021-01-07,307
406,4_koma_manga,Lucky☆Star,24.0,7.74,11242,['Comedy'],2007-04-08,576
407,light_novel,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,14.0,8.01,2219,"['Fantasy', 'Slice of Life']",2019-10-03,331
408,manga,Given Movie,1.0,8.15,1412,"['Boys Love', 'Drama', 'Romance', 'Slice of Life']",2020-08-22,59
409,manga,Kono Oto Tomare! Part 2,13.0,8.43,1490,"['Drama', 'Romance']",2019-10-06,309
410,manga,Golden Kamuy 2nd Season,12.0,8.23,831,"['Action', 'Adventure']",2018-10-08,280
411,light_novel,Baccano! Specials,3.0,8.11,293,"['Action', 'Comedy', 'Mystery', 'Supernatural']",2008-02-27,87
412,original,Higashi no Eden,11.0,7.77,4090,"['Mystery', 'Romance', 'Sci-Fi', 'Suspense']",2009-04-10,253
413,manga,One Piece Movie 14: Stampede,1.0,8.24,588,"['Action', 'Adventure', 'Fantasy']",2019-08-09,101
414,light_novel,Full Metal Panic! The Second Raid,13.0,7.93,1240,['Action'],2005-07-14,312
415,light_novel,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri Part 2",12.0,7.73,1748,"['Action', 'Adventure', 'Fantasy']",2016-01-09,284
416,manga,Beastars 2nd Season,12.0,7.84,2088,"['Drama', 'Slice of Life']",2021-01-07,274
417,other,Digimon Adventure,54.0,7.77,4910,"['Action', 'Adventure', 'Comedy', 'Fantasy']",1999-03-07,1296
418,manga,Diamond no Ace,75.0,8.11,4240,['Sports'],2013-10-06,1800
419,manga,Kurenai no Buta,1.0,7.95,1703,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance']",1992-07-18,93
420,manga,Detroit Metal City,12.0,8.12,3138,['Comedy'],2008-08-08,170
421,manga,Kakushigoto (TV),12.0,8.0,1948,"['Comedy', 'Slice of Life']",2020-04-02,284
422,manga,Kuragehime,11.0,8.12,4211,"['Comedy', 'Slice of Life']",2010-10-15,252
423,visual_novel,Kanon (2006),24.0,7.96,4274,"['Drama', 'Romance', 'Slice of Life', 'Supernatural']",2006-10-06,576
424,manga,Fairy Tail (2014),102.0,7.66,11430,"['Action', 'Adventure', 'Fantasy']",2014-04-05,2482
425,manga,Gin no Saji 2nd Season,11.0,8.28,630,"['Comedy', 'Slice of Life']",2014-01-10,264
426,manga,Non Non Biyori Repeat,12.0,8.19,1277,['Slice of Life'],2015-07-07,287
427,manga,Mairimashita! Iruma-kun 2nd Season,21.0,8.08,2109,"['Comedy', 'Fantasy', 'Supernatural']",2021-04-17,514
428,manga,Kuroshitsuji: Book of Murder,2.0,8.07,1051,"['Action', 'Comedy', 'Mystery', 'Supernatural']",2015-01-28,116
429,light_novel,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,12.0,8.13,729,"['Fantasy', 'Slice of Life']",2020-04-05,280
430,manga,Paripi Koumei,12.0,8.28,1920,[],2022-04-05,284
431,original,Darker than Black: Kuro no Keiyakusha Gaiden,4.0,7.93,805,"['Action', 'Mystery', 'Sci-Fi']",2010-01-27,96
432,manga,Gakuen Babysitters,12.0,7.9,2715,"['Comedy', 'Slice of Life']",2018-01-07,287
433,original,Tokyo Magnitude 8.0,11.0,8.02,1702,['Drama'],2009-07-10,248
434,original,Sakasama no Patema,1.0,7.98,1325,"['Adventure', 'Sci-Fi']",2013-11-09,98
435,manga,Nanatsu no Taizai: Imashime no Fukkatsu,24.0,7.63,3759,"['Action', 'Adventure', 'Fantasy', 'Supernatural']",2018-01-13,586
436,manga,School Rumble,26.0,7.9,5012,"['Comedy', 'Romance']",2004-10-05,608
437,visual_novel,Grisaia no Rakuen,10.0,7.78,2027,"['Drama', 'Romance']",2015-04-19,236
438,original,Space☆Dandy 2nd Season,13.0,8.26,1718,"['Comedy', 'Sci-Fi']",2014-07-06,316
439,manga,Natsume Yuujinchou Go,11.0,8.58,752,"['Drama', 'Slice of Life', 'Supernatural']",2016-10-05,262
440,manga,Yuukoku no Moriarty Part 2,13.0,8.24,2507,"['Mystery', 'Suspense']",2021-04-04,310
441,manga,Tasogare Otome x Amnesia,12.0,7.83,4293,"['Horror', 'Mystery', 'Romance', 'Supernatural']",2012-04-09,284
442,manga,Ao Haru Ride,12.0,7.65,9329,"['Drama', 'Romance', 'Slice of Life']",2014-07-08,276
443,manga,Kamisama Hajimemashita: Kako-hen,4.0,8.38,901,"['Comedy', 'Fantasy', 'Romance', 'Supernatural']",2015-08-20,120
444,4_koma_manga,Working!!!,13.0,7.98,908,"['Comedy', 'Romance']",2015-07-05,307
445,manga,Shiki,22.0,7.74,7679,"['Horror', 'Mystery', 'Supernatural', 'Suspense']",2010-07-09,501
446,original,Mobile Suit Gundam: Iron-Blooded Orphans,25.0,8.04,2767,"['Action', 'Drama', 'Sci-Fi']",2015-10-04,612
447,manga,Kekkai Sensen & Beyond,12.0,7.81,1527,"['Action', 'Comedy', 'Fantasy', 'Supernatural']",2017-10-08,288
448,manga,Initial D Fourth Stage,24.0,8.15,1155,"['Action', 'Drama']",2004-04-17,648
449,manga,Karakai Jouzu no Takagi-san,12.0,7.72,4777,['Comedy'],2018-01-08,283
450,original,Space☆Dandy,13.0,7.88,4935,"['Comedy', 'Sci-Fi']",2014-01-05,312
451,original,Promare,1.0,7.97,3020,"['Action', 'Sci-Fi']",2019-05-24,111
452,manga,Kuroshitsuji Movie: Book of the Atlantic,1.0,8.25,1288,"['Action', 'Comedy', 'Mystery', 'Supernatural']",2017-01-21,100
453,visual_novel,Phantom: Requiem for the Phantom,26.0,7.96,4330,"['Action', 'Drama', 'Suspense']",2009-04-03,627
